"","project","year","month","day","plot_id","ecoregion","latitude","longitude","pft","family","genus","species","binomial","specific_leaf_area","leaf_carbon","leaf_nitrogen","leaf_c_to_n","leaf_life","tmean.gy.c","ppt.gy.mm"
"301","EPA",2001,9,20,9,"Coastal Range",45.0699,-123.8949,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",97.7,51.6,1.42,36.3,3,9.95,2827
"302","EPA",2001,9,20,9,"Coastal Range",45.0699,-123.8949,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",140.4,53.3,1.2,44.4,5,9.95,2827
"303","EPA",2001,9,20,9,"Coastal Range",45.0699,-123.8949,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",177.5,52.8,1.4,37.7,4,9.95,2827
"304","EPA",2001,9,20,9,"Coastal Range",45.0699,-123.8949,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",144.2,52.8,1.37,38.5,5,9.95,2827
"305","EPA",2001,9,20,9,"Coastal Range",45.0699,-123.8949,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",216.4,52.1,1.32,39.5,5,9.95,2827
"306","EPA",2001,9,20,10,"Coastal Range",45.0679,-123.8882,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",135.9,52.7,1.22,43.2,5,9.95,2827
"307","EPA",2001,9,20,10,"Coastal Range",45.0679,-123.8882,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",147,51.9,1.09,47.6,4,9.95,2827
"308","EPA",2001,9,20,10,"Coastal Range",45.0679,-123.8882,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",176.8,52.5,1.04,50.5,4,9.95,2827
"309","EPA",2001,9,20,10,"Coastal Range",45.0679,-123.8882,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",134.7,53.7,1.02,52.6,6,9.95,2827
"310","EPA",2001,9,20,10,"Coastal Range",45.0679,-123.8882,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",154.6,53.9,1.14,47.3,6,9.95,2827
"311","EPA",2001,9,20,10,"Coastal Range",45.0679,-123.8882,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",164.8,54.1,1.32,41,5,9.95,2827
"312","EPA",2001,9,20,10,"Coastal Range",45.0679,-123.8882,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",174.1,53.7,1.44,37.3,3,9.95,2827
"313","EPA",2001,7,28,11,"Coastal Range",45.0819,-123.9038,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",132.8,52.3,1.18,44.3,4,9.95,2827
"314","EPA",2001,7,28,11,"Coastal Range",45.0819,-123.9038,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",147.6,53.1,1.01,52.6,4,9.95,2827
"315","EPA",2001,7,28,11,"Coastal Range",45.0819,-123.9038,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",149.2,52.9,1.37,38.6,5,9.95,2827
"316","EPA",2001,7,28,11,"Coastal Range",45.0819,-123.9038,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",217.1,53.5,1.15,46.5,6,9.95,2827
"317","EPA",2001,7,28,11,"Coastal Range",45.0819,-123.9038,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",228.4,53,1.35,39.3,3,9.95,2827
"318","EPA",2001,7,28,11,"Coastal Range",45.0819,-123.9038,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",233.8,52.9,1.35,39.2,3,9.95,2827
"319","EPA",2001,7,28,11,"Coastal Range",45.0819,-123.9038,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",241.5,52.9,1.26,42,4,9.95,2827
"320","EPA",2001,10,6,12,"Coastal Range",45.0445,-123.9007,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",127.1,54.2,1.01,53.7,3,10,2539
"321","EPA",2001,10,6,12,"Coastal Range",45.0445,-123.9007,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",128.3,54,1.05,51.4,3,10,2539
"322","EPA",2001,10,6,12,"Coastal Range",45.0445,-123.9007,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",159.2,53.1,1.37,38.8,5,10,2539
"323","EPA",2001,10,6,12,"Coastal Range",45.0445,-123.9007,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",186.7,53.1,1.11,47.8,3,10,2539
"324","EPA",2001,10,6,12,"Coastal Range",45.0445,-123.9007,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",196.5,53.7,1.32,40.7,3,10,2539
"325","EPA",2001,8,23,13,"Western Cascades",44.2576,-122.2012,"evergreen broadleaf tree","Fagaceae","Chrysolepis","chrysophylla","Chrysolepis chrysophylla",132.6,49.3,1.56,31.6,1,9.22,2152
"326","EPA",2001,8,23,13,"Western Cascades",44.2576,-122.2012,"evergreen broadleaf tree","Fagaceae","Chrysolepis","chrysophylla","Chrysolepis chrysophylla",151.2,50.1,1.44,34.8,1,9.22,2152
"327","EPA",2001,8,23,13,"Western Cascades",44.2576,-122.2012,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",NA,NA,NA,NA,3,9.22,2152
"328","EPA",2001,8,23,13,"Western Cascades",44.2576,-122.2012,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",103.2,52.4,1.02,51.4,3,9.22,2152
"329","EPA",2001,8,23,13,"Western Cascades",44.2576,-122.2012,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",125.7,52.3,1.22,42.9,3,9.22,2152
"330","EPA",2001,8,23,13,"Western Cascades",44.2576,-122.2012,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",137.1,52.3,1.19,43.9,3,9.22,2152
"331","EPA",2001,8,23,14,"Western Cascades",44.2515,-122.2018,"evergreen broadleaf tree","Fagaceae","Chrysolepis","chrysophylla","Chrysolepis chrysophylla",100.2,49.9,1.08,46.2,1,9.22,2152
"332","EPA",2001,8,23,14,"Western Cascades",44.2515,-122.2018,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",114.6,53.8,1.27,42.4,3,9.22,2152
"333","EPA",2001,8,23,14,"Western Cascades",44.2515,-122.2018,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",124.8,52.1,0.98,53.2,4,9.22,2152
"334","EPA",2001,8,23,14,"Western Cascades",44.2515,-122.2018,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",129.6,54,1.17,46.2,5,9.22,2152
"335","EPA",2001,8,23,14,"Western Cascades",44.2515,-122.2018,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",138.5,53.7,1.11,48.4,4,9.22,2152
"336","EPA",2001,9,15,15,"Western Cascades",44.2588,-122.2041,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",121.1,53.4,1.1,48.5,2,9.22,2152
"337","EPA",2001,9,15,15,"Western Cascades",44.2588,-122.2041,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",121.5,54.4,1.17,46.5,3,9.22,2152
"338","EPA",2001,9,15,15,"Western Cascades",44.2588,-122.2041,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",122.2,54.4,1.12,48.6,2,9.22,2152
"339","EPA",2001,9,15,15,"Western Cascades",44.2588,-122.2041,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",123.6,52.6,1.14,46.1,2,9.22,2152
"340","EPA",2001,8,23,16,"Western Cascades",44.2477,-122.1974,"evergreen broadleaf tree","Fagaceae","Chrysolepis","chrysophylla","Chrysolepis chrysophylla",164.6,49.8,1.14,43.7,1,9.31,2181
"341","EPA",2001,8,23,16,"Western Cascades",44.2477,-122.1974,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",88.9,51.9,1.18,44,3,9.31,2181
"342","EPA",2001,8,23,16,"Western Cascades",44.2477,-122.1974,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",102.7,52.9,1.09,48.5,4,9.31,2181
"343","EPA",2001,8,23,16,"Western Cascades",44.2477,-122.1974,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",117,51.1,1.07,47.8,6,9.31,2181
"344","EPA",2001,8,23,16,"Western Cascades",44.2477,-122.1974,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",124.7,51.3,1.06,48.4,6,9.31,2181
"345","EPA",2001,8,23,16,"Western Cascades",44.2477,-122.1974,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",143.7,52.4,0.99,52.9,7,9.31,2181
"346","EPA",2001,8,22,17,"Western Cascades",44.2347,-122.1766,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",152,51.5,0.96,53.6,6,9.22,2152
"347","EPA",2001,8,22,17,"Western Cascades",44.2347,-122.1766,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",152.3,52.8,1.17,45.1,5,9.22,2152
"348","EPA",2001,8,22,17,"Western Cascades",44.2347,-122.1766,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",172.1,52,1.3,40,6,9.22,2152
"349","EPA",2001,9,14,18,"Western Cascades",44.2548,-122.1827,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",101.7,52,1.27,40.9,5,9.22,2152
"350","EPA",2001,9,14,18,"Western Cascades",44.2548,-122.1827,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",125.9,52.5,1.22,43,5,9.22,2152
"351","EPA",2001,9,24,19,"Western Cascades",44.2705,-122.2173,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",87.4,51.4,1.15,44.7,7,9.56,2187
"352","EPA",2001,9,24,19,"Western Cascades",44.2705,-122.2173,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",98.6,51.8,1.16,44.7,7,9.56,2187
"353","EPA",2001,9,24,19,"Western Cascades",44.2705,-122.2173,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",113.3,52,1.04,50,6,9.56,2187
"354","EPA",2001,9,24,20,"Western Cascades",44.2699,-122.2265,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",79.8,51.6,1.09,47.3,5,9.56,2187
"355","EPA",2001,9,24,20,"Western Cascades",44.2699,-122.2265,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",116.3,51.4,1.19,43.2,6,9.56,2187
"356","EPA",2001,9,24,20,"Western Cascades",44.2699,-122.2265,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",203.7,51.8,1.13,45.8,4,9.56,2187
"357","EPA",2001,9,24,20,"Western Cascades",44.2699,-122.2265,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",213.5,51.8,1.09,47.5,6,9.56,2187
"358","EPA",2001,9,24,20,"Western Cascades",44.2699,-122.2265,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",247.5,52.2,0.94,55.5,7,9.56,2187
"359","EPA",2001,8,23,21,"Western Cascades",44.2626,-122.1944,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",80,52.4,1,52.4,8,9.22,2152
"360","EPA",2001,8,23,21,"Western Cascades",44.2626,-122.1944,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",122.6,52.2,0.95,54.9,7,9.22,2152
"361","EPA",2001,8,23,21,"Western Cascades",44.2626,-122.1944,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",169.3,53.9,1.12,48.1,5,9.22,2152
"362","EPA",2001,8,23,21,"Western Cascades",44.2626,-122.1944,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",197.5,52,1.14,45.6,7,9.22,2152
"363","EPA",2001,8,23,21,"Western Cascades",44.2626,-122.1944,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",259.1,51.6,0.94,54.9,6,9.22,2152
"364","EPA",2001,8,23,22,"Western Cascades",44.2479,-122.2008,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",110.8,52.4,1.12,46.8,7,9.31,2181
"365","EPA",2001,8,23,22,"Western Cascades",44.2479,-122.2008,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",136.9,53.5,0.98,54.6,6,9.31,2181
"366","EPA",2001,8,23,22,"Western Cascades",44.2479,-122.2008,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",176.5,54.3,0.8,67.9,5,9.31,2181
"367","EPA",2001,8,22,23,"Western Cascades",44.2334,-122.1731,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",105.7,52.6,1.17,45,7,9.22,2152
"368","EPA",2001,8,22,23,"Western Cascades",44.2334,-122.1731,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",155.3,52.9,0.83,63.7,7,9.22,2152
"369","EPA",2001,8,22,23,"Western Cascades",44.2334,-122.1731,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",170.5,53.1,0.88,60.3,8,9.22,2152
"370","EPA",2001,8,22,23,"Western Cascades",44.2334,-122.1731,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",182.7,53.8,1.03,52.2,7,9.22,2152
"371","EPA",2001,8,22,23,"Western Cascades",44.2334,-122.1731,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",199.8,50.5,1.03,49,7,9.22,2152
"372","EPA",2001,9,14,24,"Western Cascades",44.2587,-122.1818,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",107,51.5,1.05,49,7,9.22,2152
"373","EPA",2001,9,14,24,"Western Cascades",44.2587,-122.1818,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",138.3,54,1.09,49.5,8,9.22,2152
"374","EPA",2001,9,14,24,"Western Cascades",44.2587,-122.1818,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",169.1,52.3,0.91,57.5,5,9.22,2152
"375","EPA",2001,9,14,24,"Western Cascades",44.2587,-122.1818,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",180.3,52.7,0.89,59.2,5,9.22,2152
"376","EPA",2000,5,17,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",66.2,53.2,1.51,35.23,NA,7.9,482
"377","EPA",2000,5,17,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",74.9,52,1.55,33.55,NA,7.9,482
"378","EPA",2000,5,17,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",74.9,52.7,1.22,43.2,NA,7.9,482
"379","EPA",2000,5,17,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",76.8,52.4,1.61,32.55,NA,7.9,482
"380","EPA",2000,5,17,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",86.3,52.1,1.02,51.08,NA,7.9,482
"381","EPA",2000,5,17,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",86.6,51.9,1.06,48.96,NA,7.9,482
"382","EPA",2000,5,17,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",87.4,52.8,1.35,39.11,NA,7.9,482
"383","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",185.2,49.44,2.22,22.27,1,7.9,482
"384","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",198.3,48.77,2.51,19.43,1,7.9,482
"385","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",210.1,49.54,2.83,17.51,1,7.9,482
"386","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",216.2,49.67,2.45,20.27,1,7.9,482
"387","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",223.9,49.16,2.63,18.69,1,7.9,482
"388","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",232.9,49.11,2.32,21.17,1,7.9,482
"389","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",253.2,50.77,2.33,21.79,1,7.9,482
"390","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",277.2,50.69,1.48,34.25,1,7.9,482
"391","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",294.7,50.34,1.6,31.46,1,7.9,482
"392","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",425.2,51.03,1.72,29.67,1,7.9,482
"393","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",67.2,53.16,0.85,62.54,NA,7.9,482
"394","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",68.7,51.1,0.97,52.68,NA,7.9,482
"395","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",72.6,52.46,0.91,57.65,NA,7.9,482
"396","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",76.7,52.33,1.12,46.72,NA,7.9,482
"397","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",77.7,52.68,0.82,64.24,NA,7.9,482
"398","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",80.2,53.63,0.98,54.72,NA,7.9,482
"399","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",80.2,49.8,0.94,52.98,NA,7.9,482
"400","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",82.4,53.7,1.05,51.14,NA,7.9,482
"401","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",82.9,50.3,0.96,52.4,NA,7.9,482
"402","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",83.5,53.59,0.86,62.31,NA,7.9,482
"403","EPA",2001,6,5,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",88.2,49.8,0.84,59.29,NA,7.9,482
"404","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",62.8,55.4,1.26,43.97,NA,7.9,482
"405","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",69.4,56.1,1.04,53.94,NA,7.9,482
"406","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",72.8,54.8,1.22,44.92,NA,7.9,482
"407","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",73.6,55.1,1.06,51.98,NA,7.9,482
"408","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",77.2,55.5,1.31,42.37,NA,7.9,482
"409","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",77.6,55.2,1.1,50.18,NA,7.9,482
"410","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",78.5,56.6,1.18,47.97,NA,7.9,482
"411","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",82,54.7,1.06,51.6,NA,7.9,482
"412","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",82,54.7,1.06,51.6,NA,7.9,482
"413","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",84.6,56.5,1.09,51.83,NA,7.9,482
"414","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",86.8,56.1,1.22,45.98,NA,7.9,482
"415","EPA",2000,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",93.5,55.4,0.98,56.53,NA,7.9,482
"416","EPA",2001,7,24,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",144.5,50.81,2.05,24.79,1,7.9,482
"417","EPA",2001,7,24,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",153.3,51.95,1.81,28.7,1,7.9,482
"418","EPA",2001,7,24,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",159.6,50.55,2.02,25.02,1,7.9,482
"419","EPA",2001,7,24,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",183.5,50.26,2.19,22.95,1,7.9,482
"420","EPA",2001,7,24,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",187.1,50.22,2.34,21.46,1,7.9,482
"421","EPA",2001,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",85.4,49.7,1.42,35,NA,7.9,482
"422","EPA",2001,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",91.6,50.9,0.85,59.88,NA,7.9,482
"423","EPA",2001,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",93.7,50.8,0.96,52.92,NA,7.9,482
"424","EPA",2001,7,24,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",105.8,50,1.17,42.74,NA,7.9,482
"425","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",67,52.92,1.51,35.05,1,7.9,482
"426","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",69.7,51.61,1.15,44.88,1,7.9,482
"427","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",72,52.06,0.86,60.53,1,7.9,482
"428","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",73.2,52.35,1.24,42.22,1,7.9,482
"429","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",75.5,51.72,1.3,39.78,1,7.9,482
"430","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",79.3,51.89,1.38,37.6,1,7.9,482
"431","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",79.7,51.52,1.13,45.59,1,7.9,482
"432","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",80.4,52.39,1.23,42.59,1,7.9,482
"433","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",83.7,51.83,1.32,39.27,1,7.9,482
"434","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",123.4,50.92,1.45,35.12,1,7.9,482
